ID,valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,instrumentalness,liveness,loudness,mode,popularity,speechiness,tempo
1663,0.619,1930,0.9940000000000001,687,0.594,181120,0.0648,0,1.01e-05,0.35700000000000004,-18.930999999999997,1,32,0.12300000000000001,121.361
1664,0.3,1930,0.993,687,0.515,192853,0.156,0,0.0516,0.126,-14.924000000000001,0,34,0.0386,97.985
1665,0.0959,1930,0.9890000000000001,467,0.379,446107,0.0877,0,0.868,0.7020000000000001,-24.511999999999997,1,36,0.0458,89.20200000000001
1666,0.696,1930,0.99,687,0.732,123387,0.264,0,0.000852,0.0946,-14.148,1,32,0.322,135.011
1667,0.09300000000000001,1930,0.991,467,0.299,630213,0.196,0,0.862,0.16399999999999998,-19.066,1,36,0.0369,82.50399999999998
1668,0.389,1930,0.9940000000000001,32,0.621,176613,0.0281,0,2.95e-06,0.324,-21.273000000000003,1,30,0.07200000000000001,105.501
1669,0.314,1930,0.973,467,0.503,190787,0.17600000000000002,0,0.0498,0.20800000000000002,-20.393,1,35,0.0425,112.101
1670,0.919,1930,0.93,687,0.731,178813,0.371,0,0.895,0.078,-18.239,1,32,0.0471,126.999
1671,0.0693,1930,0.9890000000000001,467,0.34299999999999997,197373,0.193,0,0.7929999999999999,0.9690000000000001,-26.706999999999997,0,35,0.0669,90.00200000000002
1672,0.0994,1930,0.992,467,0.33899999999999997,169933,0.06,0,0.872,0.127,-24.163,1,35,0.0434,135.91899999999998
1673,0.703,1930,0.985,897,0.703,206493,0.11599999999999999,0,0.005679999999999999,0.36,-12.071,0,32,0.0861,132.946
1674,0.0622,1930,0.987,467,0.263,377920,0.0751,0,0.866,0.672,-23.928,1,36,0.0434,79.47399999999998
1675,0.0406,1930,0.993,467,0.327,319440,0.0193,0,0.9,0.0927,-28.131999999999998,1,36,0.0508,76.097
1676,0.449,1930,0.9940000000000001,687,0.593,183840,0.0745,0,0.0169,0.37,-18.676,1,32,0.0631,101.12799999999999
1677,0.0798,1930,0.9329999999999999,467,0.28800000000000003,615667,0.145,0,0.76,0.7170000000000001,-19.410999999999998,1,35,0.0359,106.101
1678,0.203,1930,0.9129999999999999,1024,0.366,178867,0.122,0,7.18e-05,0.0808,-13.035,0,37,0.0417,72.82
1679,0.441,1930,0.991,687,0.49,99120,0.124,0,0.0889,0.256,-17.996,1,32,0.311,72.617
1680,0.355,1930,0.995,687,0.654,197133,0.13699999999999998,0,0.000364,0.1,-15.34,1,32,0.0722,98.46700000000001
1681,0.221,1930,0.986,467,0.313,314720,0.405,0,0.797,0.141,-14.727,1,35,0.032,88.19
1682,0.963,1930,0.0364,513,0.795,148240,0.7140000000000001,0,0.0,0.32899999999999996,-4.345,1,37,0.22699999999999998,95.571
1683,0.111,1930,0.9890000000000001,467,0.299,206947,0.159,0,0.882,0.12300000000000001,-20.6,0,35,0.0328,134.446
1684,0.271,1930,0.9620000000000001,467,0.32799999999999996,138027,0.106,0,0.586,0.243,-22.663,1,34,0.0349,87.9
1685,0.748,1930,0.9940000000000001,687,0.44799999999999995,182160,0.228,0,0.47600000000000003,0.22399999999999998,-16.774,0,32,0.139,176.93200000000004
1686,0.696,1930,0.97,1467,0.823,179733,0.425,0,0.000572,0.0564,-9.568999999999999,0,29,0.222,113.762
1687,0.203,1930,0.993,467,0.319,144667,0.0315,0,0.861,0.20199999999999999,-29.281,1,34,0.0312,92.833
1688,0.53,1930,0.995,687,0.7170000000000001,190587,0.139,0,0.122,0.0952,-16.034000000000002,1,32,0.0549,65.443
1689,0.512,1930,0.9209999999999999,1082,0.555,189373,0.275,0,0.0,0.11900000000000001,-8.315,0,33,0.0386,101.90100000000001
1690,0.166,1930,0.991,32,0.435,190413,0.0351,0,0.26899999999999996,0.0912,-22.593000000000004,0,32,0.0505,68.243
1691,0.95,1930,0.9940000000000001,687,0.866,178453,0.373,0,0.10800000000000001,0.127,-15.287,0,32,0.2,112.743
1692,0.29,1930,0.992,687,0.371,84133,0.11800000000000001,0,0.000392,0.19,-18.826,1,32,0.0957,76.263
1693,0.507,1930,0.993,687,0.644,247800,0.0801,0,0.0,0.191,-18.748,1,32,0.278,120.296
1694,0.0657,1930,0.993,467,0.366,190573,0.20800000000000002,0,0.879,0.747,-16.984,0,35,0.040999999999999995,140.356
1695,0.852,1930,0.9440000000000001,5,0.743,186933,0.431,0,0.24600000000000002,0.0959,-9.527999999999999,1,28,0.0421,97.814
1696,0.695,1930,0.527,901,0.521,173000,0.3670000000000001,0,2.9199999999999998e-05,0.0728,-10.449000000000002,1,30,0.177,173.44
1697,0.405,1930,0.985,416,0.451,258067,0.0742,0,0.8859999999999999,0.0827,-25.842,0,30,0.046,91.285
1698,0.182,1930,0.987,32,0.46,165840,0.0197,0,0.000283,0.0625,-20.795,1,29,0.0456,76.695
1699,0.31,1930,0.99,32,0.47700000000000004,190680,0.0751,0,9.15e-06,0.175,-16.127,1,30,0.0698,77.032
1700,0.57,1930,0.9940000000000001,32,0.648,179187,0.122,0,0.289,0.193,-18.483,1,28,0.113,80.533
1701,0.792,1930,0.982,681,0.7290000000000001,160773,0.11,0,0.0268,0.0839,-19.599,1,28,0.131,99.292
1702,0.14400000000000002,1930,0.976,32,0.314,196387,0.0567,0,3.98e-06,0.10099999999999999,-18.894000000000002,1,30,0.0387,95.833
1703,0.528,1930,0.58,726,0.713,319366,0.585,0,0.5870000000000001,0.0934,-12.239,1,30,0.0437,142.015
1704,0.33899999999999997,1930,0.971,32,0.38299999999999995,182053,0.11199999999999999,0,0.0,0.20199999999999999,-16.587,1,30,0.07400000000000001,86.914
1705,0.782,1930,0.987,1082,0.6609999999999999,206627,0.39399999999999996,0,0.0,0.163,-5.391,1,32,0.0367,133.747
1706,0.21600000000000005,1930,0.973,32,0.419,188853,0.054000000000000006,0,0.000166,0.11599999999999999,-18.57,1,29,0.0468,166.791
1707,0.425,1930,0.9890000000000001,453,0.198,127507,0.0807,0,0.883,0.0947,-27.095,1,30,0.038,64.703
1708,0.525,1930,0.648,726,0.7190000000000001,221661,0.384,0,0.0008029999999999999,0.0859,-14.056,0,35,0.0634,95.459
1709,0.4,1930,0.93,32,0.593,175680,0.121,0,0.0,0.0737,-17.624000000000006,1,30,0.0609,110.544
1710,0.239,1930,0.866,726,0.581,254745,0.168,0,0.242,0.12,-12.571,1,32,0.0326,106.086
1711,0.652,1930,0.97,730,0.253,87907,0.0676,0,0.914,0.10800000000000001,-29.299,0,29,0.0435,103.324
1712,0.595,1930,0.9390000000000001,898,0.6579999999999999,212360,0.18100000000000002,0,0.247,0.0946,-11.544,1,29,0.0608,108.626
1713,0.447,1930,0.9940000000000001,32,0.609,183587,0.0524,0,0.000271,0.0711,-21.244,0,29,0.0615,117.875
1714,0.364,1930,0.9890000000000001,681,0.303,165493,0.16699999999999998,0,0.0153,0.11800000000000001,-17.756,1,30,0.0586,82.87299999999998
1715,0.703,1930,0.506,901,0.752,200000,0.47,0,0.00297,0.107,-8.586,1,32,0.0525,128.764
1716,0.59,1930,0.636,901,0.44,190267,0.406,0,0.000205,0.278,-9.356,1,30,0.0541,169.06
1717,0.851,1930,0.9209999999999999,148,0.687,153667,0.47100000000000003,0,4.32e-06,0.0835,-9.296,1,28,0.064,101.272
1718,0.213,1930,0.8490000000000001,901,0.382,178093,0.179,0,0.0,0.135,-15.968,1,28,0.038,78.282
1719,0.42200000000000004,1930,0.968,148,0.7020000000000001,183267,0.188,0,0.00037799999999999997,0.106,-13.01,1,29,0.0452,94.69200000000001
1720,0.513,1930,0.9109999999999999,1082,0.586,209733,0.321,0,0.000166,0.268,-8.36,1,29,0.0378,85.98100000000002
1721,0.46399999999999997,1930,0.993,32,0.674,206840,0.0245,0,0.0165,0.156,-24.649,1,28,0.13699999999999998,136.808
1722,0.273,1930,0.995,966,0.447,205267,0.0129,0,0.946,0.165,-35.624,1,28,0.0313,84.28399999999998
1723,0.551,1930,0.996,1433,0.449,198000,0.298,0,0.0157,0.364,-11.125,0,33,0.0384,109.094
1724,0.8270000000000001,1930,0.961,901,0.586,205907,0.4270000000000001,0,0.541,0.40399999999999997,-8.947000000000003,1,28,0.0686,120.884
1725,0.19,1930,0.9940000000000001,32,0.336,191947,0.0555,0,0.0008619999999999999,0.159,-20.57,1,28,0.0714,73.498
1726,0.402,1930,0.986,1082,0.5760000000000001,200093,0.28600000000000003,0,1.97e-06,0.284,-6.95,1,29,0.0316,109.01700000000001
1727,0.37799999999999995,1930,0.983,966,0.563,179173,0.0166,0,0.11699999999999999,0.127,-27.709,0,28,0.0406,79.79899999999998
1728,0.78,1930,0.75,726,0.722,260585,0.392,0,0.499,0.127,-13.395,0,28,0.0381,148.02100000000004
1729,0.368,1930,0.9690000000000001,901,0.33899999999999997,310867,0.386,0,0.0004730000000000001,0.7490000000000001,-12.009,1,27,0.0625,78.27
1730,0.685,1930,0.9079999999999999,901,0.319,235493,0.669,0,0.5589999999999999,0.687,-9.47,1,28,0.0942,172.812
1731,0.705,1930,0.995,728,0.573,95867,0.0574,0,0.94,0.109,-26.037,0,27,0.0467,94.26799999999999
1732,0.564,1930,0.701,726,0.373,238792,0.526,0,0.0356,0.0686,-11.605,1,28,0.044000000000000004,153.0
1733,0.506,1930,0.991,901,0.63,207093,0.172,0,0.10099999999999999,0.0778,-12.204,1,27,0.0499,122.039
1734,0.736,1930,0.993,148,0.6859999999999999,173507,0.183,0,0.336,0.0958,-13.722999999999999,1,27,0.0621,106.133
1735,0.721,1930,0.992,411,0.486,116400,0.0415,0,0.894,0.107,-24.831,0,29,0.0516,82.80799999999998
1736,0.618,1930,0.975,730,0.45799999999999996,265667,0.0483,0,0.857,0.107,-26.224,0,28,0.0475,88.147
1737,0.446,1930,0.996,771,0.598,155742,0.20800000000000002,0,0.7390000000000001,0.14300000000000002,-12.745,1,28,0.0848,112.679
1738,0.0821,1930,0.644,726,0.488,259008,0.33899999999999997,0,0.10099999999999999,0.0992,-10.753,1,28,0.0268,111.99799999999999
1739,0.257,1930,0.96,32,0.48100000000000004,191693,0.0636,0,7.77e-06,0.0798,-16.684,1,29,0.0549,64.943
1740,0.508,1930,0.987,899,0.483,201240,0.23600000000000002,0,0.503,0.14300000000000002,-11.117,1,30,0.0562,82.211
1741,0.452,1930,0.9940000000000001,1217,0.611,179435,0.28600000000000003,0,1.08e-06,0.405,-10.853,1,29,0.217,82.85700000000001
1742,0.772,1930,0.978,411,0.5920000000000001,203827,0.0782,0,0.905,0.102,-23.410999999999998,1,27,0.0594,127.759
1743,0.5,1930,0.99,901,0.504,267533,0.24,0,0.00268,0.22899999999999998,-10.917,1,27,0.0698,143.343
1744,0.693,1930,0.9159999999999999,730,0.317,135993,0.319,0,0.9229999999999999,0.126,-16.522000000000002,1,29,0.0418,162.838
1745,0.5489999999999999,1930,0.914,1082,0.521,199867,0.28,0,0.0,0.126,-7.5420000000000025,1,28,0.0451,93.82
1746,0.555,1930,0.917,1082,0.568,188733,0.276,0,6.94e-06,0.258,-8.639,1,28,0.0367,100.98899999999999
1747,0.657,1930,0.9690000000000001,1082,0.508,182573,0.33899999999999997,0,0.000339,0.5820000000000001,-7.81,1,28,0.0365,96.516
1748,0.898,1930,0.996,876,0.5589999999999999,170160,0.23800000000000002,0,0.9540000000000001,0.141,-20.619,1,29,0.0368,112.56299999999999
1749,0.9259999999999999,1930,0.991,217,0.7120000000000001,197092,0.623,0,0.5660000000000001,0.303,-9.828,1,33,0.04,134.58
1750,0.637,1930,0.94,681,0.569,170867,0.11699999999999999,0,0.008740000000000001,0.151,-22.011,1,27,0.0383,114.602
1751,0.738,1930,0.982,966,0.385,165960,0.10800000000000001,0,0.845,0.141,-28.06,0,27,0.0499,110.895
1752,0.78,1930,0.89,901,0.732,196227,0.385,0,0.0291,0.0626,-8.389,1,28,0.0442,105.81299999999999
1753,0.318,1930,0.9940000000000001,1326,0.525,126467,0.0267,0,0.9440000000000001,0.0993,-28.022,0,28,0.05,117.475
1754,0.618,1930,0.987,966,0.337,103867,0.099,0,0.9,0.106,-25.428,0,28,0.0543,171.108
1755,0.733,1930,0.753,901,0.376,252773,0.75,0,0.000593,0.9520000000000001,-9.557,1,29,0.43799999999999994,178.94799999999995
1756,0.273,1930,0.992,668,0.551,262160,0.0323,0,0.8220000000000001,0.0728,-23.991999999999997,1,30,0.0487,136.537
1757,0.845,1930,0.495,900,0.621,188373,0.519,0,1.7e-06,0.9279999999999999,-11.184000000000001,1,29,0.474,125.605
1758,0.19699999999999998,1930,0.34700000000000003,726,0.594,292815,0.498,0,0.000118,0.204,-9.712,0,29,0.0351,75.991
1759,0.541,1930,0.977,453,0.10099999999999999,205800,0.0559,0,0.878,0.0883,-31.495,1,30,0.0378,168.658
1760,0.0697,1930,0.48200000000000004,726,0.484,235280,0.54,0,0.72,0.08900000000000001,-10.929,1,42,0.0382,88.46700000000001
1761,0.344,1930,0.988,1014,0.363,229173,0.0813,0,0.871,0.0967,-28.302,0,29,0.0346,141.25
1762,0.387,1930,0.634,901,0.406,257733,0.348,0,0.0,0.17,-14.808,0,29,0.0539,178.065
1763,0.373,1930,0.988,668,0.4970000000000001,259200,0.0971,0,0.873,0.115,-23.991999999999997,1,28,0.0509,121.93
1764,0.184,1930,0.9940000000000001,724,0.38299999999999995,239173,0.0145,0,0.9329999999999999,0.0924,-33.566,0,29,0.036000000000000004,78.825
1765,0.505,1930,0.991,411,0.455,120507,0.0352,0,0.855,0.13,-28.656999999999996,0,29,0.0623,138.605
1766,0.429,1930,0.9790000000000001,419,0.308,201560,0.336,0,3.4e-06,0.154,-5.82,1,27,0.0319,72.343
1767,0.299,1930,0.987,901,0.501,181493,0.184,0,0.00161,0.373,-10.712,1,27,0.0543,116.264
1768,0.39899999999999997,1930,0.9790000000000001,966,0.522,272240,0.0376,0,0.816,0.135,-25.750999999999998,0,28,0.0556,72.3
1769,0.9229999999999999,1930,0.983,901,0.619,157133,0.297,0,0.887,0.0647,-10.665,1,27,0.0453,115.604
1770,0.614,1930,0.9590000000000001,741,0.705,166867,0.237,0,0.8490000000000001,0.12,-10.423,1,27,0.0595,114.307
1771,0.28,1930,0.9229999999999999,901,0.638,304000,0.21899999999999997,0,0.0031,0.804,-10.540999999999999,1,29,0.0633,77.355
1772,0.708,1930,0.95,901,0.703,272227,0.154,0,0.0006190000000000001,0.0663,-12.073,1,27,0.0605,97.509
1773,0.259,1930,0.995,32,0.489,202747,0.0265,0,0.0393,0.163,-21.093000000000004,1,28,0.0401,102.9
1774,0.187,1930,0.9440000000000001,726,0.303,209407,0.317,0,0.306,0.102,-12.54,1,28,0.0367,92.67299999999999
1775,0.313,1930,0.996,966,0.45299999999999996,170320,0.00938,0,0.9620000000000001,0.133,-33.759,0,28,0.0339,98.89
1776,0.156,1930,0.925,1082,0.52,211200,0.292,0,6.05e-05,0.18,-7.909,1,28,0.0328,134.062
1777,0.483,1930,0.993,32,0.652,183840,0.0782,0,8.25e-05,0.187,-19.673,1,28,0.0912,105.555
1778,0.518,1930,0.975,901,0.67,197840,0.272,0,0.0233,0.303,-11.062000000000001,1,27,0.0429,98.958
1779,0.754,1930,0.972,681,0.701,177880,0.285,0,0.303,0.36200000000000004,-19.2,1,26,0.0502,116.402
1780,0.6940000000000001,1930,0.981,730,0.418,117933,0.10800000000000001,0,0.902,0.0912,-27.604,0,28,0.0507,88.331
1781,0.8140000000000001,1930,0.873,901,0.5529999999999999,181093,0.483,0,0.215,0.10800000000000001,-8.318999999999999,1,27,0.0911,183.59599999999998
1782,0.26,1930,0.9790000000000001,1578,0.184,179749,0.159,0,0.9229999999999999,0.102,-22.916999999999998,0,28,0.0379,85.454
1783,0.737,1930,0.99,1466,0.652,204453,0.245,0,0.727,0.22,-14.034,1,25,0.0573,113.176
1784,0.6990000000000001,1930,0.903,1338,0.364,193013,0.62,0,0.0487,0.21100000000000002,-7.334,1,25,0.0713,168.609
1785,0.35200000000000004,1930,0.982,1256,0.4,134870,0.402,0,1.8100000000000006e-05,0.258,-3.1860000000000004,0,25,0.0337,87.421
1786,0.6709999999999999,1930,0.8220000000000001,607,0.7170000000000001,127600,0.451,0,0.0,0.239,-18.335,1,25,0.9359999999999999,123.596
1787,0.64,1930,0.996,25,0.535,182440,0.0875,0,0.812,0.312,-19.799,1,25,0.1,67.60600000000001
1788,0.833,1930,0.92,235,0.775,202961,0.389,0,0.00157,0.0892,-12.113,0,27,0.0633,120.825
1789,0.693,1930,0.99,647,0.695,141307,0.11900000000000001,0,0.00019099999999999998,0.10400000000000001,-19.459,0,25,0.22399999999999998,130.077
1790,0.171,1930,0.955,933,0.46799999999999997,212415,0.22899999999999998,0,0.0,0.122,-7.313,0,25,0.0365,122.161
1791,0.418,1930,0.8190000000000001,1322,0.52,177767,0.262,0,0.0021899999999999997,0.0863,-8.979,1,26,0.0781,171.94799999999995
1792,0.41,1930,0.985,1127,0.34299999999999997,211187,0.183,0,0.924,0.111,-20.057000000000002,1,26,0.0375,142.181
1793,0.938,1930,0.973,647,0.659,128533,0.244,0,0.079,0.11,-14.847000000000001,1,25,0.25,147.865
1794,0.961,1930,0.993,442,0.73,210000,0.47600000000000003,0,0.616,0.40399999999999997,-8.154,1,25,0.385,152.457
1795,0.89,1930,0.963,21,0.606,193000,0.478,0,0.341,0.0637,-8.272,1,25,0.0588,100.04799999999999
1796,0.687,1930,0.878,1670,0.623,239387,0.414,0,4.72e-05,0.18899999999999997,-12.663,1,25,0.0426,126.803
1797,0.961,1930,0.992,442,0.7879999999999999,189493,0.26899999999999996,0,0.748,0.213,-10.633,1,25,0.0807,109.109
1798,0.843,1930,0.794,607,0.7509999999999999,129228,0.419,0,0.0,0.266,-16.549,0,25,0.9470000000000001,62.364
1799,0.895,1930,0.98,60,0.614,164284,0.441,0,8.58e-06,0.11900000000000001,-4.513999999999999,1,34,0.12,138.304
1800,0.426,1930,0.8540000000000001,607,0.718,125022,0.53,0,0.0,0.312,-16.730999999999998,0,25,0.929,117.13
1801,0.6809999999999999,1930,0.9640000000000001,998,0.485,178077,0.193,0,1.4300000000000005e-05,0.154,-10.158999999999999,1,25,0.0957,68.53399999999999
1802,0.753,1930,0.8370000000000001,607,0.716,130300,0.43799999999999994,0,0.0,0.252,-16.825,0,25,0.956,90.505
1803,0.62,1930,0.995,1213,0.48700000000000004,191840,0.409,0,0.00484,0.35100000000000003,-10.106,1,25,0.0432,98.696
1804,0.853,1930,0.987,45,0.6829999999999999,172200,0.392,0,0.0431,0.401,-13.34,1,25,0.449,112.947
1805,0.946,1930,0.853,148,0.721,176973,0.48700000000000004,0,1.09e-05,0.0892,-11.52,1,28,0.0428,114.291
20720,0.61,1930,0.992,1455,0.486,208427,0.252,0,0.8909999999999999,0.124,-11.067,1,25,0.0417,92.223
20721,0.754,1930,0.40399999999999997,1321,0.763,211373,0.509,0,8.93e-05,0.33899999999999997,-8.113,1,25,0.0359,109.06700000000001
20722,0.519,1930,0.982,753,0.413,185992,0.24100000000000002,0,0.9390000000000001,0.11800000000000001,-22.834,0,25,0.0371,131.781
20723,0.27899999999999997,1930,0.995,1086,0.387,207187,0.4270000000000001,0,0.0,0.0755,-9.254,1,25,0.0414,121.226
20724,0.956,1930,0.99,1318,0.693,188813,0.44,0,0.937,0.127,-12.3,0,25,0.0424,124.928
20725,0.381,1930,0.9670000000000001,653,0.36,232813,0.318,0,0.7909999999999999,0.185,-15.734000000000002,1,25,0.0577,82.182
20726,0.7609999999999999,1930,0.995,818,0.462,30000,0.267,0,0.000679,0.364,-10.877,1,25,0.0336,137.435
20727,0.884,1930,0.98,322,0.598,183360,0.373,0,0.00517,0.0964,-9.168,1,25,0.0611,117.352
20728,0.483,1930,0.987,1659,0.42100000000000004,186893,0.332,0,0.0484,0.423,-10.65,1,25,0.0485,95.315
20729,0.745,1930,0.983,452,0.838,195000,0.11800000000000001,0,1.8e-05,0.10400000000000001,-10.817,0,25,0.0658,113.12200000000001
20730,0.813,1930,0.991,442,0.484,186507,0.309,0,0.48700000000000004,0.42100000000000004,-7.278,1,25,0.226,207.672
20731,0.7440000000000001,1930,0.9740000000000001,561,0.569,210520,0.46,0,0.0174,0.106,-8.796,1,25,0.0322,78.59100000000002
